ordinal,class,stage_number,stage,proof_root,proof_title,theorem_statement,reader_principle,result
73,Primary,2,RESIDUAL DIMENSION AND JS GEOMETRY,theorem_four_dimensional_shadow_axis_rank,FOUR DIMENSIONAL SHADOW AXIS RANK THEOREM,Prove a nondegenerate four-coordinate jet carrier and preservation of its rank under interior bounded projection.,"One ordered temporal axis and three independent residual readouts form a nondegenerate four-coordinate chart. Every single-axis deletion has the expected nondegenerate lower-rank minor, and interior bounded compression preserves rank.",TRUE
74,Primary,2,RESIDUAL DIMENSION AND JS GEOMETRY,theorem_minimal_source_geometry_natural_selection,MINIMAL SOURCE GEOMETRY NATURAL SELECTION THEOREM,Select the twelve-direction shell as the unique minimal signed two-axis orbit generated after spatial rank three.,"The three generated residual axes and the negative-zero-positive alphabet leave one minimal reversal- and relabeling-closed orbit with two active unit coordinates. That orbit has twelve directions, twenty-four edges, degree four, zero first moment, and isotropic second moment; no particular cone or illumination model is assumed.",TRUE
75,Primary,2,RESIDUAL DIMENSION AND JS GEOMETRY,theorem_lorentz_refinement_isotropy,LORENTZ REFINEMENT ISOTROPY THEOREM,"Prove exact second-moment spatial isotropy, rational Lorentz covariance, and refinement-exact quadratic kinetic operators.","The twelve generated directions have zero first moment and an identity normalized second moment, so every quadratic spatial kinetic form is direction independent. Rational boosts preserve the Minkowski metric exactly, compose inside the same parameterization, and quadratic local kinetic operators are exact at every refinement.",TRUE
76,Primary,2,RESIDUAL DIMENSION AND JS GEOMETRY,theorem_lorentz_anisotropy_scale_closure,LORENTZ ANISOTROPY SCALE CLOSURE THEOREM,Execute the exact certificate for LORENTZ ANISOTROPY SCALE CLOSURE THEOREM on its generated dependency domain.,The twelve source directions have exact quadratic isotropy. Their first higher-order directional defect is displayed rather than hidden and obeys the exact native blocking contraction at every scale.,TRUE
77,Primary,2,RESIDUAL DIMENSION AND JS GEOMETRY,theorem_all_rational_lorentz_group_identity,ALL RATIONAL LORENTZ GROUP IDENTITY THEOREM,"Prove the Lorentz metric, determinant, and composition identities as polynomial identities for every admissible rational boost parameter.","The rational boost formula is cleared of denominators and verified as a polynomial identity, so the metric and determinant statements hold for every admissible rational parameter rather than for a finite sample. The same cross-multiplied calculation proves the exact velocity-composition law for every admissible rational pair.",TRUE
78,Narrative,2,RESIDUAL DIMENSION AND JS GEOMETRY,prove_dimensional_bridge_quotient,DIMENSIONAL BRIDGE QUOTIENT,Execute the exact certificate for DIMENSIONAL BRIDGE QUOTIENT on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
79,Narrative,2,RESIDUAL DIMENSION AND JS GEOMETRY,prove_gravity_orbit_shell_spectral_geometry,GRAVITY CONFIGURATION ORBIT AND C12 SPECTRAL GEOMETRY,Execute the exact certificate for GRAVITY CONFIGURATION ORBIT AND C12 SPECTRAL GEOMETRY on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
80,Narrative,2,RESIDUAL DIMENSION AND JS GEOMETRY,prove_four_dimensional_projective_quantum_geometry,FOUR DIMENSIONAL PROJECTIVE CONTINUUM AND QUANTUM GEOMETRY,Execute the exact certificate for FOUR DIMENSIONAL PROJECTIVE CONTINUUM AND QUANTUM GEOMETRY on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
81,Narrative,2,RESIDUAL DIMENSION AND JS GEOMETRY,prove_cylinder_flux_nonlinear_covariance,CYLINDER FUNCTIONAL FLUX NORMALIZATION AND NONLINEAR COVARIANCE,Execute the exact certificate for CYLINDER FUNCTIONAL FLUX NORMALIZATION AND NONLINEAR COVARIANCE on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
82,Narrative,2,RESIDUAL DIMENSION AND JS GEOMETRY,prove_completion_tree_curved_semiclassical_limit,CYLINDER COMPLETION TREE AUTOMORPHISM AND CURVED SEMICLASSICAL LIMIT,Execute the exact certificate for CYLINDER COMPLETION TREE AUTOMORPHISM AND CURVED SEMICLASSICAL LIMIT on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
83,Narrative,2,RESIDUAL DIMENSION AND JS GEOMETRY,prove_phase_atlas_cobordism_einstein_bridge,PHASE ATLAS COBORDISM SURGERY AND EINSTEIN BRIDGE,Execute the exact certificate for PHASE ATLAS COBORDISM SURGERY AND EINSTEIN BRIDGE on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
84,Narrative,2,RESIDUAL DIMENSION AND JS GEOMETRY,prove_phase_presentation_infinite_atlas_completion,PHASE PRESENTATION AND INFINITE ATLAS COMPLETION,Execute the exact certificate for PHASE PRESENTATION AND INFINITE ATLAS COMPLETION on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
85,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ordered_zero_bipolar_action_selector_theorem,ORDERED ZERO BIPOLAR ACTION SELECTOR THEOREM,Execute the exact certificate for ORDERED ZERO BIPOLAR ACTION SELECTOR THEOREM on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
86,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_connected_quotient_dirichlet_action_theorem,CONNECTED QUOTIENT DIRICHLET ACTION THEOREM,Execute the exact certificate for CONNECTED QUOTIENT DIRICHLET ACTION THEOREM on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
87,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_exact_schur_projective_action_theorem,EXACT SCHUR PROJECTIVE ACTION THEOREM,Execute the exact certificate for EXACT SCHUR PROJECTIVE ACTION THEOREM on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
88,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_twenty_two_channel_coupled_action_theorem,TWENTY TWO CHANNEL COUPLED ACTION THEOREM,Execute the exact certificate for TWENTY TWO CHANNEL COUPLED ACTION THEOREM on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
89,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_four_dimensional_field_realization_theorem,FOUR DIMENSIONAL FIELD REALIZATION THEOREM,Execute the exact certificate for FOUR DIMENSIONAL FIELD REALIZATION THEOREM on its generated dependency domain.,This theorem supplies the generated object required by the next causal stage.,TRUE
90,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_double_zero_four_force_readout_theorem,DOUBLE ZERO FOUR FORCE READOUT THEOREM,"Derive gravity, electromagnetic, weak zero-type, and strong closure readouts from the four primitive states and prove complete recovery.","Derive gravity, electromagnetic, weak zero-type, and strong closure readouts from the four primitive states and prove complete recovery.",TRUE
91,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_nsr_character_force_decomposition_theorem,NESTED CHARACTER FORCE DECOMPOSITION THEOREM,"Decompose the eighteen relation seats by orthogonal ternary degree and empty-full parity into one common mode and force dimensions five, one, three, and eight.","Decompose the eighteen relation seats by orthogonal ternary degree and empty-full parity into one common mode and force dimensions five, one, three, and eight.",TRUE
92,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_x893_force_sector_selector_uniqueness_theorem,FORCE SECTOR SELECTOR UNIQUENESS THEOREM,Prove the one-plus-five-one-three-eight split is the unique invariant assignment on the generated character basis.,"Once the eighteen orthogonal characters have been generated, occupation parity, ternary degree, common-mode exclusion, and completeness leave exactly one sector label for every character.",TRUE
93,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,theorem_anonymous_force_role_permutation_uniqueness,ANONYMOUS FORCE ROLE PERMUTATION UNIQUENESS THEOREM,"Remove all force names from the generated carriers, test every permutation, and recover exactly one electromagnetic, weak, strong, and gravitational assignment from algebraic signatures alone.","The four carriers are generated and anonymized before physical names are allowed. All twenty-four assignments are tested using only dimension, centrality, chirality, color tracelessness, and universal spin-two metric action. Exactly one assignment survives.",TRUE
94,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ofc_origin_force_carrier_dimension_theorem,ORIGIN FORCE CARRIER DIMENSION THEOREM,"Derive the dimensions five, one, three, and eight from primitive relation spaces rather than from decimal labels.","Derive the dimensions five, one, three, and eight from primitive relation spaces rather than from decimal labels.",TRUE
95,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ofc_exact_compact_algebra_theorem,EXACT COMPACT ALGEBRA THEOREM,"Construct rational anti-Hermitian bases for the weak and color algebras and prove exact closure, Jacobi identity, and compact conjugation covariance.","Construct rational anti-Hermitian bases for the weak and color algebras and prove exact closure, Jacobi identity, and compact conjugation covariance.",TRUE
96,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ofc_parent_local_action_theorem,SINGLE PARENT LOCAL ACTION THEOREM,"Construct one seventeen-component local cochain action and derive all four sector actions, equations, gauge identities, and coefficients by orthogonal projection.","Construct one seventeen-component local cochain action and derive all four sector actions, equations, gauge identities, and coefficients by orthogonal projection.",TRUE
97,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ofc_nonabelian_parent_interaction_theorem,NONABELIAN PARENT INTERACTION THEOREM,"Generate exact local weak and color commutator curvature, compact covariance, positive action, and Jacobi-Bianchi closure inside the same parent carrier.","Generate exact local weak and color commutator curvature, compact covariance, positive action, and Jacobi-Bianchi closure inside the same parent carrier.",TRUE
98,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ofc_parent_constraint_assembly_theorem,PARENT CONSTRAINT ASSEMBLY THEOREM,"Assemble gauge-source conservation, nonabelian Bianchi closure, and Lorentzian constraint propagation into one direct-sum parent identity.","Assemble gauge-source conservation, nonabelian Bianchi closure, and Lorentzian constraint propagation into one direct-sum parent identity.",TRUE
99,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ofc_polynomial_parent_refinement_theorem,POLYNOMIAL PARENT REFINEMENT THEOREM,Extend the single parent action to an exact polynomial continuum partition in all seventeen components and prove sector projections commute with every generated refinement.,Extend the single parent action to an exact polynomial continuum partition in all seventeen components and prove sector projections commute with every generated refinement.,TRUE
100,Primary,3,FOUR FORCE CARRIERS AND PARENT ACTION,_ofc_unified_ratio_seal_theorem,UNIFIED RATIO SEAL THEOREM,Seal dimensionless parent ratios before external comparison and require independent signed records for empirical success.,Seal dimensionless parent ratios before external comparison and require independent signed records for empirical success.,TRUE
